id,foi,R0,country
504,0.0128,1,6
505,0.0128,1,6
506,0.0128,1,6
507,0.0128,1,6
508,0.0128,1,6
509,0.0128,1,6
510,0.0128,1,6
511,0.0128,1,6
512,0.0128,1,6
513,0.0128,1,6
514,0.0128,1,6
515,0.0128,1,6
516,0.0128,1,6
517,0.0128,1,6
518,0.0128,1,6
519,0.0128,1,6
520,0.0128,1,6
521,0.0128,1,6
522,0.0128,1,6
523,0.0128,1,6
524,0.0128,1,6
525,0.0128,1,6
526,0.0128,1,6
527,0.0128,1,6
528,0.0128,1,6
529,0.0128,1,6
530,0.0128,1,6
531,0.0128,1,6
532,0.0128,1,6
533,0.0128,1,6
534,0.0128,1,6
535,0.0128,1,6
536,0.0128,1,6
537,0.0128,1,6
538,0.0128,1,6
539,0.0128,1,6
540,0.0128,1,6
541,0.0128,1,6
542,0.0128,1,6
543,0.0128,1,6
544,0.0128,1,6
545,0.0128,1,6
546,0.0128,1,6
547,0.0128,1,6
548,0.0128,1,6
549,0.0128,1,6
550,0.0128,1,6
551,0.0128,1,6
552,0.0128,1,6
553,0.0128,1,6
554,0.0128,1,6
555,0.0128,1,6
556,0.0128,1,6
557,0.0128,1,6
558,0.0128,1,6
559,0.0128,1,6
560,0.0128,1,6
561,0.0128,1,6
562,0.0128,1,6
563,0.0128,1,6
564,0.0128,1,6
565,0.0128,1,6
566,0.0128,1,6
567,0.0128,1,6
568,0.0128,1,6
569,0.0128,1,6
570,0.0128,1,6
571,0.0128,1,6
572,0.0128,1,6
573,0.0128,1,6
574,0.0128,1,6
575,0.0128,1,6
576,0.0128,1,6
577,0.0128,1,6
578,0.0128,1,6
579,0.0128,1,6
580,0.0128,1,6
581,0.0128,1,6
582,0.0128,1,6
583,0.0128,1,6
584,0.0128,1,6
585,0.0128,1,6
586,0.0128,1,6
587,0.0128,1,6
588,0.0128,1,6
589,0.0128,1,6
590,0.0128,1,6
591,0.0128,1,6
592,0.0128,1,6
593,0.0128,1,6
594,0.0128,1,6
595,0.0128,1,6
596,0.0128,1,6
597,0.0128,1,6
598,0.0128,1,6
599,0.0128,1,6
600,0.0128,1,6
601,0.0128,1,6
602,0.0128,1,6
603,0.0128,1,6
604,0.0128,1,6
605,0.0128,1,6
606,0.0128,1,6
607,0.0128,1,6
608,0.0128,1,6
609,0.0128,1,6
610,0.0128,1,6
611,0.0128,1,6
612,0.0128,1,6
613,0.0128,1,6
614,0.0128,1,6
615,0.0128,1,6
616,0.0128,1,6
617,0.0128,1,6
618,0.0128,1,6
619,0.0128,1,6
620,0.0128,1,6
621,0.0128,1,6
622,0.0128,1,6
623,0.0128,1,6
624,0.0128,1,6
625,0.0128,1,6
626,0.0128,1,6
627,0.0128,1,6
628,0.0128,1,6
629,0.0128,1,6
630,0.0128,1,6
631,0.0128,1,6
632,0.0128,1,6
633,0.0128,1,6
634,0.0128,1,6
635,0.0128,1,6
636,0.0128,1,6
637,0.0128,1,6
638,0.0128,1,6
639,0.0128,1,6
640,0.0128,1,6
641,0.0128,1,6
642,0.0128,1,6
643,0.0128,1,6
644,0.0128,1,6
645,0.0128,1,6
646,0.0128,1,6
647,0.0128,1,6
648,0.0128,1,6
649,0.0128,1,6
650,0.0128,1,6
651,0.0128,1,6
652,0.0128,1,6
653,0.0128,1,6
654,0.0128,1,6
655,0.0128,1,6
656,0.0128,1,6
657,0.0128,1,6
658,0.0128,1,6
659,0.0128,1,6
660,0.0128,1,6
661,0.0128,1,6
662,0.0128,1,6
663,0.0128,1,6
664,0.0128,1,6
665,0.0128,1,6
666,0.0128,1,6
667,0.0128,1,6
668,0.0128,1,6
669,0.0128,1,6
670,0.0128,1,6
671,0.0128,1,6
672,0.0128,1,6
673,0.0128,1,6
674,0.0128,1,6
675,0.0128,1,6
676,0.0128,1,6
677,0.0128,1,6
678,0.0128,1,6
679,0.0128,1,6
680,0.0128,1,6
681,0.0128,1,6
682,0.0128,1,6
683,0.0128,1,6
684,0.0128,1,6
685,0.0128,1,6
686,0.0128,1,6
687,0.0128,1,6
688,0.0128,1,6
689,0.0128,1,6
690,0.0128,1,6
691,0.0128,1,6
692,0.0128,1,6
693,0.0128,1,6
694,0.0128,1,6
695,0.0128,1,6
696,0.0128,1,6
697,0.0128,1,6
698,0.0128,1,6
699,0.0128,1,6
700,0.0128,1,6
701,0.0128,1,6
702,0.0128,1,6
703,0.0128,1,6
704,0.0128,1,6
705,0.0128,1,6
706,0.0128,1,6
707,0.0128,1,6
708,0.0128,1,6
709,0.0128,1,6
710,0.0128,1,6
711,0.0128,1,6
712,0.0128,1,6
713,0.0128,1,6
714,0.0128,1,6
715,0.0128,1,6
716,0.0128,1,6
717,0.0128,1,6
718,0.0128,1,6
719,0.0128,1,6
720,0.0128,1,6
721,0.0128,1,6
722,0.0128,1,6
723,0.0128,1,6
724,0.0128,1,6
725,0.0128,1,6
726,0.0128,1,6
727,0.0128,1,6
728,0.0128,1,6
729,0.0128,1,6
730,0.0128,1,6
731,0.0128,1,6
732,0.0128,1,6
733,0.0128,1,6
734,0.0128,1,6
735,0.0128,1,6
736,0.0128,1,6
737,0.0128,1,6
738,0.0128,1,6
739,0.0128,1,6
740,0.0128,1,6
741,0.0128,1,6
742,0.0128,1,6
743,0.0128,1,6
744,0.0128,1,6
745,0.0128,1,6
746,0.0128,1,6
747,0.0128,1,6
748,0.0128,1,6
749,0.0128,1,6
750,0.0128,1,6
751,0.0128,1,6
752,0.0128,1,6
753,0.0128,1,6
754,0.0128,1,6
755,0.0128,1,6
756,0.0128,1,6
757,0.0128,1,6
758,0.0128,1,6
759,0.0128,1,6
760,0.0128,1,6
761,0.0128,1,6
762,0.0128,1,6
763,0.0128,1,6
764,0.0128,1,6
765,0.0128,1,6
766,0.0128,1,6
767,0.0128,1,6
768,0.0128,1,6
769,0.0128,1,6
770,0.0128,1,6
771,0.0128,1,6
772,0.0128,1,6
773,0.0128,1,6
774,0.0128,1,6
775,0.0128,1,6
776,0.0128,1,6
777,0.0128,1,6
778,0.0128,1,6
779,0.0128,1,6
780,0.0128,1,6
781,0.0128,1,6
782,0.0128,1,6
783,0.0128,1,6
784,0.0128,1,6
785,0.0128,1,6
786,0.0128,1,6
787,0.0128,1,6
788,0.0128,1,6
789,0.0128,1,6
790,0.0128,1,6
791,0.0128,1,6
792,0.0128,1,6
793,0.0128,1,6
794,0.0128,1,6
795,0.0128,1,6
796,0.0128,1,6
797,0.0128,1,6
798,0.0128,1,6
799,0.0128,1,6
800,0.0128,1,6
801,0.0128,1,6
802,0.0128,1,6
803,0.0128,1,6
804,0.0128,1,6
805,0.0128,1,6
806,0.0128,1,6
807,0.0128,1,6
808,0.0128,1,6
809,0.0128,1,6
810,0.0128,1,6
811,0.0128,1,6
812,0.0128,1,6
813,0.0128,1,6
814,0.0128,1,6
815,0.0128,1,6
816,0.0128,1,6
817,0.0128,1,6
818,0.0128,1,6
819,0.0128,1,6
820,0.0128,1,6
821,0.0128,1,6
822,0.0128,1,6
823,0.0128,1,6
824,0.0128,1,6
825,0.0128,1,6
826,0.0128,1,6
827,0.0128,1,6
828,0.0128,1,6
829,0.0128,1,6
830,0.0128,1,6
831,0.0128,1,6
832,0.0128,1,6
833,0.0128,1,6
834,0.0128,1,6
835,0.0128,1,6
836,0.0128,1,6
837,0.0128,1,6
838,0.0128,1,6
839,0.0128,1,6
840,0.0128,1,6
841,0.0128,1,6
842,0.0128,1,6
843,0.0128,1,6
844,0.0128,1,6
845,0.0128,1,6
846,0.0128,1,6
847,0.0128,1,6
848,0.0128,1,6
849,0.0128,1,6
850,0.0128,1,6
851,0.0128,1,6
852,0.0128,1,6
853,0.0128,1,6
854,0.0128,1,6
855,0.0128,1,6
856,0.0128,1,6
857,0.0128,1,6
858,0.0128,1,6
859,0.0128,1,6
860,0.0128,1,6
861,0.0128,1,6
862,0.0128,1,6
863,0.0128,1,6
864,0.0128,1,6
865,0.0128,1,6
866,0.0128,1,6
867,0.0128,1,6
868,0.0128,1,6
869,0.0128,1,6
870,0.0128,1,6
871,0.0128,1,6
872,0.0128,1,6
873,0.0128,1,6
874,0.0128,1,6
875,0.0128,1,6
876,0.0128,1,6
877,0.0128,1,6
878,0.0128,1,6
879,0.0128,1,6
880,0.0128,1,6
881,0.0128,1,6
882,0.0128,1,6
883,0.0128,1,6
884,0.0128,1,6
885,0.0128,1,6
886,0.0128,1,6
887,0.0128,1,6
888,0.0128,1,6
889,0.0128,1,6
890,0.0128,1,6
891,0.0128,1,6
892,0.0128,1,6
893,0.0128,1,6
894,0.0128,1,6
895,0.0128,1,6
896,0.0128,1,6
897,0.0128,1,6
898,0.0128,1,6
899,0.0128,1,6
900,0.0128,1,6
901,0.0128,1,6
902,0.0128,1,6
903,0.0128,1,6
904,0.0128,1,6
905,0.0128,1,6
906,0.0128,1,6
907,0.0128,1,6
908,0.0128,1,6
909,0.0128,1,6
910,0.0128,1,6
911,0.0128,1,6
912,0.0128,1,6
913,0.0128,1,6
914,0.0128,1,6
915,0.0128,1,6
916,0.0128,1,6
917,0.0128,1,6
918,0.0128,1,6
919,0.0128,1,6
920,0.0128,1,6
921,0.0128,1,6
922,0.0128,1,6
923,0.0128,1,6
924,0.0128,1,6
925,0.0128,1,6
926,0.0128,1,6
927,0.0128,1,6
928,0.0128,1,6
929,0.0128,1,6
930,0.0128,1,6
931,0.0128,1,6
932,0.0128,1,6
933,0.0128,1,6
934,0.0128,1,6
935,0.0128,1,6
936,0.0128,1,6
937,0.0128,1,6
938,0.0128,1,6
939,0.0128,1,6
940,0.0128,1,6
941,0.0128,1,6
942,0.0128,1,6
943,0.0128,1,6
944,0.0128,1,6
945,0.0128,1,6
946,0.0128,1,6
947,0.0128,1,6
948,0.0128,1,6
949,0.0128,1,6
950,0.0128,1,6
951,0.0128,1,6
952,0.0128,1,6
953,0.0128,1,6
954,0.0128,1,6
955,0.0128,1,6
956,0.0128,1,6
957,0.0128,1,6
958,0.0128,1,6
959,0.0128,1,6
960,0.0128,1,6
961,0.0128,1,6
962,0.0128,1,6
963,0.0128,1,6
964,0.0128,1,6
965,0.0128,1,6
966,0.0128,1,6
967,0.0128,1,6
968,0.0128,1,6
969,0.0128,1,6
970,0.0128,1,6
971,0.0128,1,6
972,0.0128,1,6
973,0.0128,1,6
974,0.0128,1,6
975,0.0128,1,6
976,0.0128,1,6
977,0.0128,1,6
978,0.0128,1,6
979,0.0128,1,6
980,0.0128,1,6
981,0.0128,1,6
982,0.0128,1,6
983,0.0128,1,6
984,0.0128,1,6
985,0.0128,1,6
986,0.0128,1,6
987,0.0128,1,6
988,0.0128,1,6
989,0.0128,1,6
990,0.0128,1,6
991,0.0128,1,6
992,0.0128,1,6
993,0.0128,1,6
994,0.0128,1,6
995,0.0128,1,6
996,0.0128,1,6
997,0.0128,1,6
998,0.0128,1,6
999,0.0128,1,6
1000,0.0128,1,6
1001,0.0128,1,6
1002,0.0128,1,6
1003,0.0128,1,6
1004,0.0128,1,6
1005,0.0128,1,6
1006,0.0128,1,6
1007,0.0128,1,6
1008,0.0128,1,6
1009,0.0128,1,6
1010,0.0128,1,6
1011,0.0128,1,6
1012,0.0128,1,6
1013,0.0128,1,6
1014,0.0128,1,6
1015,0.0128,1,6
1016,0.0128,1,6
1017,0.0128,1,6
1018,0.0128,1,6
1019,0.0128,1,6
1020,0.0128,1,6
1021,0.0128,1,6
1022,0.0128,1,6
1023,0.0128,1,6
1024,0.0128,1,6
1025,0.0128,1,6
1026,0.0128,1,6
1027,0.0128,1,6
1028,0.0128,1,6
1029,0.0128,1,6
1030,0.0128,1,6
1031,0.0128,1,6
1032,0.0128,1,6
1033,0.0128,1,6
1034,0.0128,1,6
1035,0.0128,1,6
1036,0.0128,1,6
1037,0.0128,1,6
1038,0.0128,1,6
1039,0.0128,1,6
1040,0.0128,1,6
1041,0.0128,1,6
1042,0.0128,1,6
1043,0.0128,1,6
1044,0.0128,1,6
1045,0.0128,1,6
1046,0.0128,1,6
1047,0.0128,1,6
1048,0.0128,1,6
1049,0.0128,1,6
1050,0.0128,1,6
1051,0.0128,1,6
1052,0.0128,1,6
1053,0.0128,1,6
1054,0.0128,1,6
1055,0.0128,1,6
1056,0.0128,1,6
1057,0.0128,1,6
1058,0.0128,1,6
1059,0.0128,1,6
1060,0.0128,1,6
1061,0.0128,1,6
1062,0.0128,1,6
1063,0.0128,1,6
1064,0.0128,1,6
1065,0.0128,1,6
1066,0.0128,1,6
1067,0.0128,1,6
1068,0.0128,1,6
1069,0.0128,1,6
1070,0.0128,1,6
1071,0.0128,1,6
1072,0.0128,1,6
1073,0.0128,1,6
1074,0.0128,1,6
1075,0.0128,1,6
1076,0.0128,1,6
1077,0.0128,1,6
1078,0.0128,1,6
1079,0.0128,1,6
1080,0.0128,1,6
1081,0.0128,1,6
1082,0.0128,1,6
1083,0.0128,1,6
1084,0.0128,1,6
1085,0.0128,1,6
1086,0.0128,1,6
1087,0.0128,1,6
1088,0.0128,1,6
1089,0.0128,1,6
1090,0.0128,1,6
1091,0.0128,1,6
1092,0.0128,1,6
1093,0.0128,1,6
1094,0.0128,1,6
1095,0.0128,1,6
1096,0.0128,1,6
1097,0.0128,1,6
1098,0.0128,1,6
1099,0.0128,1,6
1100,0.0128,1,6
1101,0.0128,1,6
1102,0.0128,1,6
1103,0.0128,1,6
1104,0.0128,1,6
1105,0.0128,1,6
1106,0.0128,1,6
1107,0.0128,1,6
1108,0.0128,1,6
1109,0.0128,1,6
1110,0.0128,1,6
1111,0.0128,1,6
1112,0.0128,1,6
1113,0.0128,1,6
1114,0.0128,1,6
1115,0.0128,1,6
1116,0.0128,1,6
1117,0.0128,1,6
1118,0.0128,1,6
1119,0.0128,1,6
1120,0.0128,1,6
1121,0.0128,1,6
1122,0.0128,1,6
1123,0.0128,1,6
1124,0.0128,1,6
1125,0.0128,1,6
1126,0.0128,1,6
1127,0.0128,1,6
1128,0.0128,1,6
1129,0.0128,1,6
1130,0.0128,1,6
1131,0.0128,1,6
1132,0.0128,1,6
1133,0.0128,1,6
1134,0.0128,1,6
1135,0.0128,1,6
1136,0.0128,1,6
1137,0.0128,1,6
1138,0.0128,1,6
1139,0.0128,1,6
1140,0.0128,1,6
1141,0.0128,1,6
1142,0.0128,1,6
1143,0.0128,1,6
1144,0.0128,1,6
1145,0.0128,1,6
1146,0.0128,1,6
1147,0.0128,1,6
1148,0.0128,1,6
1149,0.0128,1,6
1150,0.0128,1,6
1151,0.0128,1,6
1152,0.0128,1,6
1153,0.0128,1,6
1154,0.0128,1,6
1155,0.0128,1,6
1156,0.0128,1,6
1157,0.0128,1,6
1158,0.0128,1,6
1159,0.0128,1,6
1160,0.0128,1,6
1161,0.0128,1,6
1162,0.0128,1,6
1163,0.0128,1,6
1164,0.0128,1,6
1165,0.0128,1,6
1166,0.0128,1,6
1167,0.0128,1,6
1168,0.0128,1,6
1169,0.0128,1,6
1170,0.0128,1,6
1171,0.0128,1,6
1172,0.0128,1,6
1173,0.0128,1,6
1174,0.0128,1,6
1175,0.0128,1,6
1176,0.0128,1,6
1177,0.0128,1,6
1178,0.0128,1,6
1179,0.0128,1,6
1180,0.0128,1,6
1181,0.0128,1,6
1182,0.0128,1,6
1183,0.0128,1,6
1184,0.0128,1,6
1185,0.0128,1,6
1186,0.0128,1,6
1187,0.0128,1,6
1188,0.0128,1,6
1189,0.0128,1,6
1190,0.0128,1,6
1191,0.0128,1,6
1192,0.0128,1,6
1193,0.0128,1,6
1194,0.0128,1,6
1195,0.0128,1,6
1196,0.0128,1,6
1197,0.0128,1,6
1198,0.0128,1,6
1199,0.0128,1,6
1200,0.0128,1,6
1201,0.0128,1,6
1202,0.0128,1,6
1203,0.0128,1,6
1204,0.0128,1,6
1205,0.0128,1,6
1206,0.0128,1,6
1207,0.0128,1,6
1208,0.0128,1,6
1209,0.0128,1,6
1210,0.0128,1,6
1211,0.0128,1,6
1212,0.0128,1,6
1213,0.0128,1,6
1214,0.0128,1,6
1215,0.0128,1,6
1216,0.0128,1,6
1217,0.0128,1,6
1218,0.0128,1,6
1219,0.0128,1,6
1220,0.0128,1,6
1221,0.0128,1,6
1222,0.0128,1,6
1223,0.0128,1,6
1224,0.0128,1,6
1225,0.0128,1,6
1226,0.0128,1,6
1227,0.0128,1,6
1228,0.0128,1,6
1229,0.0128,1,6
1230,0.0128,1,6
1231,0.0128,1,6
1232,0.0128,1,6
1233,0.0128,1,6
1234,0.0128,1,6
1235,0.0128,1,6
1236,0.0128,1,6
1237,0.0128,1,6
1238,0.0128,1,6
1239,0.0128,1,6
1240,0.0128,1,6
1241,0.0128,1,6
1242,0.0128,1,6
1243,0.0128,1,6
1244,0.0128,1,6
1245,0.0128,1,6
1246,0.0128,1,6
1247,0.0128,1,6
